entity_id,trait_id,phenotype_value,phenotype_date,phenotype_year,phenotype_person,notes
20RITI20930,gsdplot,89.7,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20931,gsdplot,155.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20932,gsdplot,184.4,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20933,gsdplot,207.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20934,gsdplot,70.1,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20935,gsdplot,70.8,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20936,gsdplot,119.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20937,gsdplot,96.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20938,gsdplot,106.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20939,gsdplot,166.5,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20940,gsdplot,128.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20941,gsdplot,67.9,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20942,gsdplot,80.9,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20943,gsdplot,134.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20944,gsdplot,120.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20945,gsdplot,89.7,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20946,gsdplot,130.1,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20947,gsdplot,202.5,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20948,gsdplot,253.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20949,gsdplot,158.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20950,gsdplot,128.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20951,gsdplot,58.2,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20952,gsdplot,127.1,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20953,gsdplot,161.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20954,gsdplot,207.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20955,gsdplot,156.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20956,gsdplot,161.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20957,gsdplot,131.5,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20958,gsdplot,98.9,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20959,gsdplot,287.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20960,gsdplot,229.7,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20961,gsdplot,266.4,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20962,gsdplot,72.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20963,gsdplot,56.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20964,gsdplot,148.8,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20965,gsdplot,154.1,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20966,gsdplot,160.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20967,gsdplot,131.7,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20968,gsdplot,155.7,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20969,gsdplot,70.1,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20970,gsdplot,130.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20971,gsdplot,120.7,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20972,gsdplot,98.1,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20973,gsdplot,104.4,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20974,gsdplot,113.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20975,gsdplot,134.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20976,gsdplot,136.9,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20977,gsdplot,87.8,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20978,gsdplot,94.2,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20979,gsdplot,93.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20980,gsdplot,57.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20981,gsdplot,121.8,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20982,gsdplot,188.4,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20983,gsdplot,98.9,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20984,gsdplot,141.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20985,gsdplot,119.4,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20986,gsdplot,166.1,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20987,gsdplot,84.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20988,gsdplot,109.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20989,gsdplot,166.9,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20990,gsdplot,175.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20991,gsdplot,162.4,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20992,gsdplot,120.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20993,gsdplot,85.5,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20994,gsdplot,146.9,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20995,gsdplot,168.3,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20996,gsdplot,145.7,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20997,gsdplot,112.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20998,gsdplot,102.0,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI20999,gsdplot,85.6,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21000,gsdplot,201.2,2022-08-16,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21001,gsdplot,208.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21002,gsdplot,231.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21003,gsdplot,185.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21004,gsdplot,32.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21005,gsdplot,255.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21006,gsdplot,108.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21007,gsdplot,131.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21008,gsdplot,154.6,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21009,gsdplot,178.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21010,gsdplot,143.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21011,gsdplot,87.5,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21012,gsdplot,129.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21013,gsdplot,117.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21014,gsdplot,150.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21015,gsdplot,75.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21016,gsdplot,23.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21017,gsdplot,59.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21018,gsdplot,23.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21019,gsdplot,133.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21020,gsdplot,64.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21021,gsdplot,65.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21022,gsdplot,128.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21023,gsdplot,121.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21024,gsdplot,223.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21025,gsdplot,95.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21026,gsdplot,74.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21027,gsdplot,27.6,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21028,gsdplot,107.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21029,gsdplot,143.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21030,gsdplot,153.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21031,gsdplot,163.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21032,gsdplot,232.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21033,gsdplot,167.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21034,gsdplot,61.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21035,gsdplot,112.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21036,gsdplot,105.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21037,gsdplot,75.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21038,gsdplot,145.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21039,gsdplot,126.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21040,gsdplot,103.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21041,gsdplot,86.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21042,gsdplot,74.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21043,gsdplot,72.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21044,gsdplot,168.6,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21045,gsdplot,16.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21046,gsdplot,132.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21047,gsdplot,252.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21048,gsdplot,311.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21049,gsdplot,117.6,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21050,gsdplot,96.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21051,gsdplot,64.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21052,gsdplot,116.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21053,gsdplot,91.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21054,gsdplot,225.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21055,gsdplot,141.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21056,gsdplot,154.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21057,gsdplot,113.5,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21058,gsdplot,178.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21059,gsdplot,312.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21060,gsdplot,285.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21061,gsdplot,264.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21062,gsdplot,188.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21063,gsdplot,67.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21064,gsdplot,147.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21065,gsdplot,94.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21066,gsdplot,118.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21067,gsdplot,109.6,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21068,gsdplot,128.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21069,gsdplot,114.5,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21070,gsdplot,186.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21071,gsdplot,115.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21072,gsdplot,140.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21073,gsdplot,134.5,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21074,gsdplot,174.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21075,gsdplot,94.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21076,gsdplot,198.5,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21077,gsdplot,100.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21078,gsdplot,159.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21079,gsdplot,104.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21080,gsdplot,121.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21081,gsdplot,154.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21082,gsdplot,224.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21083,gsdplot,138.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21084,gsdplot,86.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21085,gsdplot,120.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21086,gsdplot,20.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21087,gsdplot,129.9,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21088,gsdplot,111.4,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21089,gsdplot,142.5,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21090,gsdplot,160.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21091,gsdplot,181.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21092,gsdplot,145.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21093,gsdplot,174.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21094,gsdplot,130.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21095,gsdplot,205.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21096,gsdplot,218.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21097,gsdplot,173.0,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21098,gsdplot,198.7,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21099,gsdplot,131.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21100,gsdplot,123.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21101,gsdplot,207.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21102,gsdplot,179.8,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21103,gsdplot,126.2,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21104,gsdplot,165.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21105,gsdplot,96.5,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21106,gsdplot,71.1,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
20RITI21107,gsdplot,116.3,2022-08-17,2022,"Bjohnson, Jbillman, Slarson","grams, new combine crude weight, uncleaned, minus avg bag wt of 23.39"
